Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
,55+,Diploma,Technology,Bangalore,High,,94400.0,2027-01-24
,35-44,,Technology,Suburban,High,13.0,53300.0,2027-01-25
Unemployed,,High school,Retail,Bangalore,Medium,,21400.0,2027-01-26
Unemployed,35-44,Bachelor’s,Finance,Urban,Low,,135700.0,2027-01-27
Unemployed,45-54,PhD,Technology,Bangalore,High,21.0,112400.0,2027-01-28
Unemployed,25-34,High school,Healthcare,Mumbai,Low,18.0,20700.0,2027-01-29
Unemployed,,Bachelor’s,Retail,Hyderabad,Medium,,,2027-01-30
Employed,45-54,High school,Technology,Suburban,High,,50100.0,2027-01-31
,,Bachelor’s,Technology,Hyderabad,Medium,,113000.0,2027-02-01
Unemployed,35-44,High school,,Mumbai,,,,2027-02-02
Employed,35-44,Diploma,Retail,Bangalore,,16.0,20900.0,2027-02-03
Employed,18-24,Bachelor’s,Finance,Rural,High,26.0,113400.0,2027-02-04
Unemployed,25-34,Diploma,Finance,Rural,,8.0,126000.0,2027-02-05
Employed,18-24,Bachelor’s,Retail,Delhi,Medium,27.0,136600.0,2027-02-06
Employed,18-24,Bachelor’s,Finance,Suburban,Medium,,8400.0,2027-02-07
Employed,25-34,Bachelor’s,Retail,Urban,Low,18.0,143900.0,2027-02-08
Employed,35-44,Bachelor’s,Technology,Hyderabad,High,30.0,9400.0,2027-02-09
Unemployed,18-24,Diploma,,,Medium,5.0,,2027-02-10
Employed,18-24,High school,Finance,,,9.0,80800.0,2027-02-11
Unemployed,25-34,Master's,Retail,Urban,High,11.0,66000.0,2027-02-12
,25-34,Master's,Healthcare,Delhi,Low,17.0,30000.0,2027-02-13
Unemployed,55+,Master's,Retail,Urban,Low,,99200.0,2027-02-14
Unemployed,55+,Master's,Technology,Urban,,18.0,146000.0,2027-02-15
,35-44,PhD,Finance,Rural,,,57600.0,2027-02-16
Employed,,Diploma,Retail,Urban,High,13.0,95200.0,2027-02-17
Unemployed,45-54,PhD,Retail,Rural,Low,20.0,36100.0,2027-02-18
Unemployed,18-24,High school,Technology,Hyderabad,High,,47300.0,2027-02-19
Unemployed,18-24,Master's,Education,Urban,High,29.0,103200.0,2027-02-20
Unemployed,35-44,High school,Retail,Urban,High,26.0,,2027-02-21
Employed,45-54,Bachelor’s,Finance,Hyderabad,Medium,,94000.0,2027-02-22
Employed,55+,Diploma,,Rural,Medium,,35100.0,2027-02-23
Unemployed,55+,Bachelor’s,Finance,Suburban,,,104700.0,2027-02-24
Unemployed,35-44,Bachelor’s,Technology,Mumbai,Medium,0.0,118800.0,2027-02-25
Employed,,High school,Finance,Urban,Medium,19.0,114300.0,2027-02-26
Employed,55+,Diploma,Finance,Rural,Medium,,,2027-02-27
Employed,35-44,PhD,Technology,,Medium,24.0,,2027-02-28
Unemployed,,PhD,Finance,Bangalore,Medium,29.0,,2027-03-01
Employed,,Diploma,Healthcare,Mumbai,,,95200.0,2027-03-02
Employed,18-24,Bachelor’s,Retail,Delhi,High,,123900.0,2027-03-03
Employed,25-34,Bachelor’s,Retail,Hyderabad,,29.0,136500.0,2027-03-04
Unemployed,18-24,,Retail,Urban,Medium,12.0,105100.0,2027-03-05
Employed,18-24,High school,Retail,Bangalore,Medium,7.0,85100.0,2027-03-06
Employed,18-24,PhD,Healthcare,Rural,High,7.0,100800.0,2027-03-07
Employed,18-24,Bachelor’s,,Urban,,,27200.0,2027-03-08
Unemployed,18-24,Diploma,Technology,Mumbai,Medium,0.0,51100.0,2027-03-09
Unemployed,55+,Bachelor’s,Finance,Rural,High,7.0,79200.0,2027-03-10
Unemployed,45-54,Bachelor’s,Technology,Hyderabad,High,,10700.0,2027-03-11
Employed,,Diploma,Retail,Hyderabad,Medium,8.0,91300.0,2027-03-12
Unemployed,45-54,Bachelor’s,Healthcare,Delhi,Low,,65200.0,2027-03-13
Employed,55+,Master's,,Urban,,13.0,98700.0,2027-03-14
Employed,55+,Bachelor’s,Technology,Delhi,Medium,,59500.0,2027-03-15
Unemployed,55+,PhD,Technology,Hyderabad,Low,1.0,138300.0,2027-03-16
Employed,18-24,High school,Retail,Rural,,9.0,43500.0,2027-03-17
,25-34,PhD,Finance,Bangalore,Medium,,9400.0,2027-03-18
Unemployed,18-24,,Technology,Delhi,Medium,1.0,34800.0,2027-03-19
,45-54,Bachelor’s,Healthcare,Mumbai,Low,24.0,126400.0,2027-03-20
Unemployed,,High school,Education,Hyderabad,,,,2027-03-21
Unemployed,45-54,Bachelor’s,Healthcare,Urban,High,25.0,79900.0,2027-03-22
Unemployed,,Diploma,Education,Hyderabad,High,,69000.0,2027-03-23
Employed,25-34,PhD,Healthcare,,High,,101400.0,2027-03-24
Unemployed,25-34,High school,Technology,Hyderabad,High,2.0,46000.0,2027-03-25
Unemployed,35-44,High school,Healthcare,Urban,Low,,131800.0,2027-03-26
Unemployed,18-24,High school,Technology,Mumbai,Low,,149100.0,2027-03-27
Unemployed,,Bachelor’s,Finance,Mumbai,,,35600.0,2027-03-28
,25-34,PhD,Finance,Rural,,27.0,77100.0,2027-03-29
Unemployed,18-24,Bachelor’s,Healthcare,Suburban,Medium,,56400.0,2027-03-30
Unemployed,25-34,Bachelor’s,Retail,Mumbai,High,18.0,83000.0,2027-03-31
Employed,18-24,Diploma,Technology,Suburban,High,10.0,21400.0,2027-04-01
Employed,,High school,Technology,Mumbai,,20.0,82600.0,2027-04-02
Employed,55+,PhD,Finance,Urban,Low,,106100.0,2027-04-03
Employed,18-24,Diploma,Retail,Bangalore,High,17.0,,2027-04-04
Employed,25-34,High school,Finance,Hyderabad,Low,24.0,29900.0,2027-04-05
Unemployed,25-34,Bachelor’s,Finance,Hyderabad,Medium,,125600.0,2027-04-06
Employed,45-54,Bachelor’s,Finance,Mumbai,Medium,,,2027-04-07
Unemployed,55+,Diploma,Healthcare,Hyderabad,Medium,,22700.0,2027-04-08
Unemployed,18-24,High school,Finance,Hyderabad,High,6.0,138500.0,2027-04-09
Employed,18-24,High school,Education,Bangalore,High,25.0,12100.0,2027-04-10
Employed,45-54,Master's,,Rural,Low,6.0,,2027-04-11
Unemployed,,High school,Finance,Rural,High,1.0,19800.0,2027-04-12
Employed,25-34,High school,Technology,,High,16.0,119600.0,2027-04-13
Unemployed,45-54,,,Delhi,Low,,22500.0,2027-04-14
,35-44,Bachelor’s,Retail,Rural,,,149300.0,2027-04-15
,25-34,High school,Retail,Urban,Low,12.0,109300.0,2027-04-16
Employed,18-24,Bachelor’s,Education,,High,,112600.0,2027-04-17
Employed,25-34,Diploma,Technology,Mumbai,Low,15.0,132900.0,2027-04-18
Employed,25-34,PhD,Healthcare,Urban,Medium,,,2027-04-19
Unemployed,18-24,PhD,Finance,Mumbai,High,,57400.0,2027-04-20
Employed,35-44,,Retail,Mumbai,Medium,1.0,54900.0,2027-04-21
Unemployed,45-54,High school,Retail,Mumbai,Medium,,,2027-04-22
Unemployed,25-34,PhD,Healthcare,Suburban,Medium,7.0,68300.0,2027-04-23
Employed,35-44,High school,Retail,Bangalore,Low,17.0,68700.0,2027-04-24
Unemployed,25-34,PhD,Healthcare,Urban,Low,10.0,90800.0,2027-04-25
,45-54,Master's,Retail,Urban,,,91400.0,2027-04-26
Unemployed,18-24,Master's,,Suburban,Low,29.0,115000.0,2027-04-27
Employed,18-24,Bachelor’s,Retail,Urban,High,5.0,87200.0,2027-04-28
Unemployed,35-44,,Finance,Rural,High,,100100.0,2027-04-29
Unemployed,25-34,Bachelor’s,Finance,Urban,,,58000.0,2027-04-30
Unemployed,35-44,Diploma,Technology,Suburban,Low,,,2027-05-01
Unemployed,55+,Bachelor’s,Finance,Mumbai,Medium,21.0,123600.0,2027-05-02
Unemployed,35-44,Diploma,Retail,,High,21.0,141100.0,2027-05-03
Unemployed,45-54,Diploma,Retail,Urban,Medium,,,2027-05-04
Employed,25-34,Master's,Retail,Delhi,High,,80700.0,2027-05-05
Unemployed,45-54,Bachelor’s,Healthcare,Rural,Low,,47100.0,2027-05-06
,25-34,Diploma,Healthcare,Delhi,High,6.0,,2027-05-07
Employed,18-24,Bachelor’s,Finance,Bangalore,High,,,2027-05-08
Employed,35-44,Bachelor’s,Healthcare,,Low,,50500.0,2027-05-09
Employed,,High school,Finance,Rural,High,,,2027-05-10
Unemployed,35-44,,Healthcare,Mumbai,High,,,2027-05-11
Unemployed,25-34,High school,Education,Urban,High,13.0,43000.0,2027-05-12
,,,Retail,Urban,High,12.0,41900.0,2027-05-13
,18-24,High school,Retail,,Low,19.0,5800.0,2027-05-14
Employed,18-24,Diploma,Finance,Delhi,Low,,149300.0,2027-05-15
Employed,18-24,Bachelor’s,Healthcare,Delhi,Low,,6500.0,2027-05-16
Employed,25-34,Master's,Technology,Bangalore,Low,4.0,122500.0,2027-05-17
Employed,25-34,Master's,Retail,Mumbai,Medium,,140800.0,2027-05-18
Employed,18-24,Bachelor’s,Education,Hyderabad,Low,,,2027-05-19
,45-54,Master's,Finance,Delhi,,,27100.0,2027-05-20
Employed,25-34,High school,Technology,Mumbai,High,,110800.0,2027-05-21
Unemployed,25-34,High school,Technology,Rural,Low,,18800.0,2027-05-22
Unemployed,25-34,Bachelor’s,Retail,Delhi,Low,20.0,,2027-05-23
Unemployed,25-34,High school,Retail,Suburban,Low,19.0,,2027-05-24
Unemployed,25-34,PhD,Retail,Delhi,Low,29.0,34700.0,2027-05-25
Unemployed,18-24,High school,,Hyderabad,Medium,,64100.0,2027-05-26
Unemployed,,Master's,Healthcare,Bangalore,Medium,2.0,,2027-05-27
,45-54,,Technology,Rural,,,16400.0,2027-05-28
Employed,,Master's,Retail,Hyderabad,Low,14.0,14100.0,2027-05-29
Employed,25-34,Bachelor’s,Technology,Hyderabad,High,3.0,82900.0,2027-05-30
Employed,35-44,PhD,,Delhi,Low,,49700.0,2027-05-31
Employed,25-34,PhD,Healthcare,Urban,Medium,0.0,,2027-06-01
,25-34,Bachelor’s,Technology,Bangalore,Medium,,118600.0,2027-06-02
Employed,18-24,Bachelor’s,Retail,Urban,Medium,,,2027-06-03
Unemployed,25-34,Master's,,,High,,,2027-06-04
Employed,18-24,High school,Finance,Bangalore,High,,88600.0,2027-06-05
Employed,45-54,PhD,Healthcare,Suburban,,,110000.0,2027-06-06
Employed,45-54,Bachelor’s,Healthcare,Rural,High,2.0,20200.0,2027-06-07
Employed,45-54,Diploma,Retail,Hyderabad,Medium,27.0,54800.0,2027-06-08
Unemployed,25-34,PhD,Retail,Bangalore,Low,22.0,,2027-06-09
Unemployed,25-34,Diploma,Education,Hyderabad,Medium,,,2027-06-10
Unemployed,25-34,PhD,,Urban,High,16.0,53100.0,2027-06-11
,18-24,Master's,Retail,Urban,Low,,39600.0,2027-06-12
Unemployed,25-34,Bachelor’s,Healthcare,Urban,High,,,2027-06-13
Employed,25-34,PhD,Finance,Bangalore,Medium,22.0,60300.0,2027-06-14
Unemployed,18-24,Bachelor’s,Technology,Delhi,,15.0,,2027-06-15
Employed,55+,Master's,Finance,Urban,,,,2027-06-16
Unemployed,,Diploma,Healthcare,Suburban,Medium,,50600.0,2027-06-17
Unemployed,45-54,High school,Finance,Delhi,,10.0,,2027-06-18
Employed,,Master's,Retail,Hyderabad,Medium,,115300.0,2027-06-19
Employed,18-24,High school,Finance,Hyderabad,High,,70900.0,2027-06-20
Employed,25-34,High school,Retail,Rural,Low,16.0,26200.0,2027-06-21
Unemployed,25-34,,Finance,Urban,High,,145300.0,2027-06-22
Unemployed,45-54,Bachelor’s,Technology,,Medium,18.0,,2027-06-23
Unemployed,55+,Diploma,Retail,Urban,Medium,3.0,,2027-06-24
Employed,45-54,Bachelor’s,Technology,Mumbai,High,14.0,16400.0,2027-06-25
Employed,18-24,PhD,Technology,Bangalore,,2.0,88000.0,2027-06-26
Employed,25-34,PhD,Education,Rural,Low,,,2027-06-27
Employed,25-34,High school,Education,,High,0.0,98500.0,2027-06-28
Employed,18-24,Master's,Technology,Mumbai,High,,,2027-06-29
Employed,35-44,High school,Healthcare,Urban,High,,59000.0,2027-06-30
Unemployed,35-44,Master's,Healthcare,Hyderabad,Low,,119600.0,2027-07-01
Unemployed,35-44,PhD,Retail,Rural,Medium,3.0,142800.0,2027-07-02
Unemployed,25-34,PhD,Finance,Rural,High,27.0,28500.0,2027-07-03
Employed,18-24,High school,Healthcare,Mumbai,Medium,6.0,37900.0,2027-07-04
Unemployed,35-44,High school,Retail,Hyderabad,Low,4.0,32100.0,2027-07-05
Employed,45-54,Diploma,Finance,Delhi,Medium,9.0,89800.0,2027-07-06
Unemployed,,Master's,Healthcare,Rural,Low,,103100.0,2027-07-07
Unemployed,,Bachelor’s,Healthcare,Bangalore,High,,119700.0,2027-07-08
Employed,18-24,PhD,Healthcare,Urban,,,,2027-07-09
Unemployed,35-44,Master's,Technology,Suburban,High,26.0,72100.0,2027-07-10
Employed,45-54,PhD,Finance,,,,,2027-07-11
Employed,55+,PhD,Technology,,Medium,12.0,59400.0,2027-07-12
Employed,55+,Bachelor’s,Finance,Rural,High,,100400.0,2027-07-13
Employed,,PhD,Retail,,Low,,91200.0,2027-07-14
Unemployed,25-34,Master's,Education,Mumbai,Low,22.0,89300.0,2027-07-15
Employed,18-24,Bachelor’s,Healthcare,Rural,Medium,,45200.0,2027-07-16
Employed,18-24,Diploma,,Suburban,Medium,28.0,132100.0,2027-07-17
Employed,25-34,Diploma,Healthcare,,Low,,83300.0,2027-07-18
Employed,,Master's,Healthcare,Mumbai,High,,40200.0,2027-07-19
Unemployed,45-54,PhD,Finance,Urban,High,9.0,132200.0,2027-07-20
Unemployed,18-24,Master's,Retail,Bangalore,High,8.0,139200.0,2027-07-21
Unemployed,55+,Master's,Healthcare,Bangalore,Low,11.0,34300.0,2027-07-22
Unemployed,18-24,High school,Retail,Delhi,Low,10.0,133700.0,2027-07-23
Unemployed,35-44,High school,,Bangalore,,,108500.0,2027-07-24
,35-44,Diploma,Finance,Bangalore,Low,,61700.0,2027-07-25
Unemployed,18-24,PhD,Healthcare,,High,,79900.0,2027-07-26
Unemployed,55+,PhD,Retail,Suburban,Medium,22.0,125000.0,2027-07-27
Unemployed,18-24,High school,Technology,Urban,,12.0,95200.0,2027-07-28
Employed,55+,,,Delhi,,,124800.0,2027-07-29
Employed,25-34,Bachelor’s,,Hyderabad,Medium,7.0,104200.0,2027-07-30
,,Master's,Technology,Urban,Low,22.0,136300.0,2027-07-31
Employed,25-34,High school,Retail,Delhi,Low,,,2027-08-01
Employed,35-44,Master's,,Bangalore,Medium,,,2027-08-02
Employed,18-24,Bachelor’s,,Rural,High,,113400.0,2027-08-03
Employed,45-54,High school,Technology,,Low,26.0,,2027-08-04
Unemployed,45-54,Bachelor’s,Healthcare,Rural,Low,24.0,54900.0,2027-08-05
,18-24,Bachelor’s,Technology,Delhi,Medium,9.0,103000.0,2027-08-06
Unemployed,25-34,Bachelor’s,Technology,Delhi,Medium,,86400.0,2027-08-07
Employed,18-24,PhD,Technology,Urban,Low,26.0,76300.0,2027-08-08
,18-24,High school,Retail,Suburban,Low,25.0,139000.0,2027-08-09
Unemployed,18-24,,Retail,Urban,Medium,27.0,58600.0,2027-08-10
Employed,18-24,Master's,Retail,Suburban,Low,,135500.0,2027-08-11
Employed,18-24,Diploma,Healthcare,Urban,,22.0,68300.0,2027-08-12
Unemployed,55+,Bachelor’s,Retail,Delhi,Low,1.0,51700.0,2027-08-13
Employed,35-44,Master's,Finance,Delhi,Medium,,,2027-08-14
Unemployed,,PhD,Retail,Rural,Low,0.0,126100.0,2027-08-15
,18-24,Diploma,Finance,Urban,,14.0,93400.0,2027-08-16
Employed,55+,Master's,,Hyderabad,Low,29.0,,2027-08-17
,25-34,Master's,Healthcare,Delhi,High,,25200.0,2027-08-18
Unemployed,25-34,Master's,Healthcare,Mumbai,Medium,16.0,114200.0,2027-08-19
,25-34,High school,Retail,Hyderabad,,12.0,103700.0,2027-08-20
Employed,18-24,Bachelor’s,Education,Suburban,Medium,,76200.0,2027-08-21
Employed,,PhD,,Urban,Medium,3.0,147900.0,2027-08-22
Unemployed,35-44,High school,Finance,Urban,Medium,30.0,65500.0,2027-08-23
,25-34,Bachelor’s,Healthcare,Urban,High,28.0,149300.0,2027-08-24
Unemployed,25-34,Diploma,Healthcare,Suburban,Low,,,2027-08-25
Employed,25-34,Diploma,Technology,Bangalore,High,23.0,,2027-08-26
Employed,,High school,Technology,Rural,High,,107700.0,2027-08-27
Unemployed,45-54,High school,Technology,Hyderabad,Low,,,2027-08-28
Employed,55+,PhD,,Bangalore,Low,5.0,142800.0,2027-08-29
Unemployed,25-34,PhD,Finance,Urban,Low,,77200.0,2027-08-30
Employed,35-44,Bachelor’s,Technology,Bangalore,,,8200.0,2027-08-31
Employed,,Diploma,Finance,Delhi,High,,,2027-09-01
,35-44,Diploma,,,High,,38200.0,2027-09-02
Unemployed,25-34,Diploma,Education,,High,,,2027-09-03
Unemployed,25-34,Bachelor’s,Retail,Urban,High,2.0,15200.0,2027-09-04
Employed,55+,Diploma,,Suburban,High,,,2027-09-05
Unemployed,55+,Master's,Finance,Delhi,Medium,23.0,33200.0,2027-09-06
Unemployed,18-24,High school,Retail,Mumbai,Low,29.0,25900.0,2027-09-07
Unemployed,35-44,PhD,Healthcare,,Medium,,28800.0,2027-09-08
Employed,25-34,High school,Finance,Hyderabad,High,,,2027-09-09
Unemployed,18-24,High school,Retail,Delhi,Low,,41600.0,2027-09-10
Unemployed,,Bachelor’s,Healthcare,Hyderabad,,16.0,,2027-09-11
Employed,25-34,,Retail,Urban,Medium,4.0,,2027-09-12
,55+,High school,Retail,Delhi,Medium,,16900.0,2027-09-13
Employed,25-34,Master's,Healthcare,Urban,High,25.0,133500.0,2027-09-14
Unemployed,25-34,Bachelor’s,Retail,Urban,,,105500.0,2027-09-15
Employed,35-44,Master's,Finance,Delhi,,,25500.0,2027-09-16
Employed,45-54,High school,Healthcare,,High,7.0,105400.0,2027-09-17
,25-34,High school,Technology,Mumbai,,12.0,34000.0,2027-09-18
Unemployed,45-54,High school,Finance,Mumbai,Low,,113200.0,2027-09-19
Employed,,PhD,Finance,Rural,Low,27.0,83600.0,2027-09-20
Employed,25-34,Master's,Healthcare,Suburban,,3.0,147900.0,2027-09-21
Employed,18-24,PhD,Finance,Suburban,,4.0,17200.0,2027-09-22
Unemployed,35-44,High school,Finance,Suburban,Low,27.0,,2027-09-23
Unemployed,35-44,Master's,Finance,Hyderabad,Low,,7000.0,2027-09-24
Employed,25-34,PhD,Retail,Suburban,Medium,21.0,,2027-09-25
Employed,18-24,Bachelor’s,Finance,Delhi,High,,,2027-09-26
Unemployed,55+,Master's,Healthcare,,High,11.0,77200.0,2027-09-27
Employed,18-24,Bachelor’s,Technology,Rural,Medium,,137500.0,2027-09-28
Unemployed,45-54,Diploma,Retail,Suburban,Medium,28.0,12600.0,2027-09-29
Employed,25-34,Bachelor’s,Finance,Bangalore,High,18.0,142900.0,2027-09-30
Unemployed,18-24,Bachelor’s,Technology,Bangalore,Low,21.0,,2027-10-01
Unemployed,25-34,,,Mumbai,Medium,14.0,,2027-10-02
Employed,18-24,High school,Education,Urban,High,,,2027-10-03
Employed,35-44,PhD,Technology,Mumbai,Low,23.0,129200.0,2027-10-04
,25-34,PhD,Retail,Urban,High,8.0,,2027-10-05
,25-34,High school,Retail,Bangalore,Low,,68800.0,2027-10-06
Employed,18-24,Diploma,Technology,Urban,High,6.0,103300.0,2027-10-07
Unemployed,25-34,High school,Education,Urban,Medium,14.0,63800.0,2027-10-08
,,,,Suburban,High,11.0,140300.0,2027-10-09
Employed,55+,Bachelor’s,Finance,Rural,Low,,73000.0,2027-10-10
Unemployed,25-34,High school,Healthcare,Hyderabad,Medium,9.0,114500.0,2027-10-11
Employed,18-24,Diploma,Finance,Delhi,Low,13.0,59500.0,2027-10-12
Unemployed,18-24,,Retail,Hyderabad,Medium,25.0,43400.0,2027-10-13
Employed,,Bachelor’s,Finance,Suburban,Medium,,17800.0,2027-10-14
Employed,45-54,High school,Healthcare,Delhi,,,14100.0,2027-10-15
Employed,,Master's,Healthcare,Urban,Medium,9.0,,2027-10-16
Employed,,Master's,Finance,Hyderabad,,,,2027-10-17
Employed,25-34,,Healthcare,Urban,High,,119400.0,2027-10-18
,55+,Master's,Finance,Delhi,Low,,101200.0,2027-10-19
Employed,,PhD,Technology,Rural,,,96900.0,2027-10-20
Unemployed,,,Finance,Hyderabad,High,7.0,,2027-10-21
,18-24,Master's,Finance,Rural,Medium,7.0,80700.0,2027-10-22
,25-34,Diploma,Education,Rural,Medium,,30000.0,2027-10-23
Unemployed,25-34,Bachelor’s,Technology,Suburban,Medium,,38400.0,2027-10-24
Unemployed,55+,,,Hyderabad,High,11.0,122000.0,2027-10-25
Employed,35-44,,Technology,Urban,Medium,,41000.0,2027-10-26
Unemployed,25-34,Bachelor’s,Technology,Hyderabad,Medium,16.0,34600.0,2027-10-27
Employed,25-34,Master's,Healthcare,,Medium,,,2027-10-28
Employed,18-24,Master's,Retail,Hyderabad,,7.0,148200.0,2027-10-29
Unemployed,35-44,High school,Finance,Bangalore,Medium,,88000.0,2027-10-30
Employed,45-54,Bachelor’s,Retail,,Low,26.0,60000.0,2027-10-31
Employed,55+,Bachelor’s,Education,,High,,78300.0,2027-11-01
Employed,35-44,Master's,Finance,,High,22.0,38900.0,2027-11-02
,25-34,Master's,,,High,15.0,67800.0,2027-11-03
Unemployed,25-34,Bachelor’s,Retail,Suburban,,,,2027-11-04
,18-24,Bachelor’s,Technology,Delhi,,17.0,44000.0,2027-11-05
,18-24,High school,,Urban,Medium,,111900.0,2027-11-06
Unemployed,35-44,,Finance,Suburban,Medium,19.0,11500.0,2027-11-07
Employed,25-34,Bachelor’s,Education,Mumbai,High,,41600.0,2027-11-08
Employed,45-54,,Retail,,High,,28100.0,2027-11-09
Employed,25-34,Bachelor’s,Finance,,Low,,97500.0,2027-11-10
Employed,25-34,Master's,Technology,,Low,19.0,43100.0,2027-11-11
Unemployed,18-24,Bachelor’s,Finance,Suburban,High,,128400.0,2027-11-12
Unemployed,45-54,Bachelor’s,Retail,Bangalore,,17.0,127000.0,2027-11-13
Employed,18-24,Bachelor’s,Finance,Mumbai,High,7.0,,2027-11-14
,25-34,Bachelor’s,Finance,Urban,,21.0,106900.0,2027-11-15
Unemployed,45-54,High school,Retail,,Medium,,15800.0,2027-11-16
Unemployed,35-44,Diploma,Retail,Bangalore,High,,122700.0,2027-11-17
Employed,35-44,PhD,Technology,Urban,,21.0,18100.0,2027-11-18
Employed,55+,Bachelor’s,Technology,Urban,High,20.0,75100.0,2027-11-19
Unemployed,55+,PhD,Retail,Hyderabad,Medium,27.0,83600.0,2027-11-20
Employed,55+,High school,Healthcare,Urban,Low,,,2027-11-21
Unemployed,18-24,Master's,Healthcare,Mumbai,Medium,,120600.0,2027-11-22
Unemployed,35-44,Bachelor’s,Healthcare,Rural,,8.0,40700.0,2027-11-23
Employed,25-34,Bachelor’s,Education,,Medium,,16300.0,2027-11-24
Unemployed,18-24,Bachelor’s,Finance,Mumbai,Medium,29.0,146300.0,2027-11-25
Unemployed,18-24,PhD,Finance,Urban,Low,10.0,7200.0,2027-11-26
,45-54,High school,Retail,Rural,Medium,0.0,28900.0,2027-11-27
Unemployed,25-34,High school,Education,Suburban,Medium,,37100.0,2027-11-28
Employed,45-54,High school,Retail,,Low,,,2027-11-29
Unemployed,35-44,,Healthcare,Urban,High,5.0,104200.0,2027-11-30
Employed,45-54,,Healthcare,Urban,High,,35500.0,2027-12-01
Unemployed,45-54,High school,Technology,Hyderabad,High,25.0,,2027-12-02
Unemployed,45-54,Master's,Healthcare,Urban,High,,39500.0,2027-12-03
Unemployed,18-24,PhD,Finance,Suburban,High,,104500.0,2027-12-04
Employed,55+,Diploma,Finance,Urban,High,,148900.0,2027-12-05
Employed,18-24,PhD,Healthcare,Delhi,,8.0,83200.0,2027-12-06
Employed,25-34,Master's,Technology,,Low,,20000.0,2027-12-07
Employed,18-24,High school,Finance,Urban,High,,124500.0,2027-12-08
Employed,18-24,,Finance,Mumbai,Low,,124600.0,2027-12-09
Unemployed,18-24,Master's,Healthcare,Urban,High,9.0,,2027-12-10
Employed,18-24,High school,Healthcare,Bangalore,Low,,,2027-12-11
Unemployed,18-24,Diploma,Retail,Urban,Medium,5.0,,2027-12-12
Unemployed,45-54,High school,Finance,Urban,Low,16.0,77300.0,2027-12-13
Unemployed,45-54,,Technology,Bangalore,Medium,,45300.0,2027-12-14
Employed,18-24,,Healthcare,Suburban,Medium,20.0,,2027-12-15
Employed,18-24,High school,Technology,,High,,38600.0,2027-12-16
Employed,35-44,High school,,Mumbai,High,,127700.0,2027-12-17
Unemployed,55+,High school,Finance,Suburban,,28.0,43800.0,2027-12-18
Employed,25-34,Master's,Retail,Bangalore,High,30.0,97500.0,2027-12-19
Employed,25-34,PhD,Retail,,Medium,,90800.0,2027-12-20
Employed,18-24,PhD,Retail,Rural,Low,,76000.0,2027-12-21
Employed,18-24,Master's,Healthcare,Suburban,High,,,2027-12-22
Unemployed,25-34,High school,,Rural,Low,17.0,10300.0,2027-12-23
Employed,,Bachelor’s,Technology,,Medium,,,2027-12-24
Employed,55+,Bachelor’s,,Bangalore,Medium,,52500.0,2027-12-25
Employed,18-24,Bachelor’s,Technology,Bangalore,,22.0,145500.0,2027-12-26
Employed,25-34,Bachelor’s,Technology,,,,39200.0,2027-12-27
Unemployed,45-54,High school,Education,Urban,Medium,,124400.0,2027-12-28
Unemployed,25-34,Bachelor’s,Technology,Hyderabad,Low,10.0,,2027-12-29
Unemployed,18-24,Bachelor’s,Finance,,Medium,13.0,13000.0,2027-12-30
Employed,18-24,PhD,Healthcare,Suburban,Medium,,97900.0,2027-12-31
Unemployed,55+,PhD,Technology,Mumbai,Medium,,,2028-01-01
Unemployed,35-44,Master's,Healthcare,Urban,High,,,2028-01-02
,55+,PhD,Finance,Delhi,High,,17100.0,2028-01-03
Employed,45-54,Bachelor’s,Education,Bangalore,High,3.0,133900.0,2028-01-04
Unemployed,,Master's,,Delhi,Medium,,96500.0,2028-01-05
Unemployed,,High school,Technology,Delhi,High,15.0,64500.0,2028-01-06
Employed,45-54,Bachelor’s,Retail,Mumbai,High,3.0,58500.0,2028-01-07
Unemployed,45-54,Bachelor’s,Retail,Bangalore,High,3.0,34200.0,2028-01-08
Employed,25-34,Master's,Education,Suburban,Medium,10.0,10700.0,2028-01-09
Unemployed,55+,PhD,Finance,Hyderabad,Medium,0.0,46600.0,2028-01-10
Unemployed,35-44,High school,Technology,Hyderabad,,,119200.0,2028-01-11
Employed,25-34,PhD,Finance,,Medium,,123900.0,2028-01-12
Unemployed,18-24,High school,Retail,Hyderabad,Low,,10900.0,2028-01-13
Employed,,High school,Retail,Urban,Low,13.0,67800.0,2028-01-14
Unemployed,25-34,Master's,,Mumbai,High,,,2028-01-15
,18-24,Master's,,Mumbai,High,,135400.0,2028-01-16
Employed,,Master's,Retail,,High,,65400.0,2028-01-17
Unemployed,35-44,Bachelor’s,Technology,,High,10.0,75600.0,2028-01-18
Employed,25-34,High school,Education,Suburban,Medium,,,2028-01-19
,45-54,Master's,Technology,Bangalore,High,20.0,,2028-01-20
Unemployed,35-44,PhD,Education,Suburban,Medium,,72800.0,2028-01-21
Employed,,PhD,Healthcare,Urban,Low,1.0,54000.0,2028-01-22
Employed,,PhD,Education,Mumbai,High,22.0,68700.0,2028-01-23
Unemployed,25-34,Master's,Finance,Delhi,,17.0,,2028-01-24
Unemployed,25-34,Master's,Healthcare,Hyderabad,High,25.0,140800.0,2028-01-25
Unemployed,18-24,PhD,Retail,Suburban,Low,,113400.0,2028-01-26
Employed,35-44,Diploma,Technology,,,,54400.0,2028-01-27
